study_hours,attendance_rate,assignments_completed,participation_score,parent_education,final_score,top_student
37.0,61.8,0,5.5,1,4470.74,1
27.6,56.4,14,2.6,3,3626.07,0
1.8,84.1,13,5.5,4,5286.23,1
47.8,84.7,11,8.2,2,6592.05,1
2.0,75.1,6,5.7,2,3711.03,0
41.9,54.6,12,7.7,2,6792.52,1
1.4,99.1,13,8.3,1,6636.51,1
39.5,57.6,17,4.3,2,2479.55,0
18.2,75.8,9,4.3,2,3701.26,0
7.4,77.9,1,6.2,4,3796.87,0
45.5,79.2,19,0.8,3,3774.02,0
39.8,52.3,5,2.3,3,1249.89,0
30.3,77.1,16,5.5,3,2321.34,0
5.2,71.2,11,5.5,5,4468.5,1
43.1,80.4,1,2.1,1,313.67,0
4.4,76.8,19,6.3,3,5749.88,1
6.6,51.7,17,7.5,1,2784.86,0
43.5,86.3,2,9.0,4,5085.58,1
45.9,91.7,2,5.9,1,1957.08,0
35.8,59.1,1,1.0,1,1149.92,0
17.5,62.7,16,3.4,1,2241.96,0
41.7,59.6,8,1.0,2,0.0,0
12.5,90.6,12,5.6,2,3767.42,0
24.6,57.7,7,5.8,1,3170.9,0
10.9,94.4,13,4.8,4,2160.19,0
28.2,72.5,7,5.7,5,5582.05,1
16.2,59.2,12,9.0,1,5482.5,1
14.8,72.0,0,9.1,1,5389.74,1
25.4,67.0,7,6.3,2,3142.34,0
40.7,96.5,2,1.0,5,858.2,0
20.3,75.7,17,3.4,2,3940.64,1
47.5,57.7,3,8.8,2,4108.82,1
1.9,52.0,2,7.5,5,5911.02,1
20.6,80.3,1,2.3,2,761.72,0
20.5,85.6,11,2.3,3,3021.4,0
20.7,64.3,11,2.3,1,1134.24,0
27.1,93.6,1,0.6,2,0.0,0
4.7,93.3,16,3.5,5,3660.79,0
41.8,77.1,0,5.3,1,3158.35,0
34.7,52.4,4,6.4,3,2995.61,0
35.7,57.3,11,7.2,1,5691.4,1
4.1,58.7,4,0.4,1,0.0,0
46.5,80.5,3,5.5,3,4433.13,1
13.5,96.2,18,3.5,2,3453.53,0
12.6,63.4,9,8.1,2,5986.1,1
31.9,70.6,7,1.0,5,1584.26,0
8.1,73.3,12,9.8,3,7705.66,1
41.5,68.2,3,3.7,4,2616.36,0
12.9,91.9,4,1.9,5,2177.49,0
35.0,69.7,4,6.9,4,6103.39,1
28.6,66.6,9,7.3,2,4319.16,1
20.8,55.4,18,4.0,1,2443.52,0
4.2,96.3,10,9.4,3,7276.53,1
1.6,94.3,17,5.5,5,4689.57,1
28.8,83.1,7,7.5,3,4286.17,1
23.4,88.5,5,1.6,5,1483.51,0
5.0,67.1,2,3.2,2,1362.44,0
46.8,92.6,8,9.8,1,7314.58,1
22.7,65.8,2,0.3,2,601.27,0
49.4,82.0,5,0.8,4,3579.7,0
13.1,75.8,14,7.9,1,4498.67,1
18.5,83.8,3,9.9,5,5832.0,1
46.7,81.9,1,7.7,1,4552.22,1
23.6,85.7,11,4.2,5,2739.2,0
3.2,68.0,16,3.0,1,1849.0,0
16.1,62.5,6,1.9,4,0.0,0
22.6,91.1,2,6.4,3,3282.83,0
10.0,72.6,15,4.2,1,3160.65,0
0.8,63.1,8,8.8,5,7313.48,1
32.3,65.8,6,7.9,4,5659.02,1
34.0,95.4,15,0.2,2,1786.01,0
15.1,96.7,5,8.0,2,5793.0,1
19.4,59.8,10,1.6,5,3080.3,0
42.4,78.3,5,3.5,4,3846.13,0
33.8,79.9,16,0.4,3,1679.87,0
25.2,52.7,10,8.0,5,4776.58,1
9.7,52.1,6,7.9,5,7638.51,1
46.8,57.3,18,2.5,3,1727.0,0
39.5,59.1,8,7.6,5,7142.43,1
41.2,86.1,4,6.4,3,4443.38,1
42.6,62.3,10,4.1,5,3724.91,0
12.0,95.5,14,4.6,1,3905.25,1
34.6,76.7,10,1.6,4,1827.59,0
23.9,70.3,8,7.5,4,4194.0,1
28.7,90.1,11,2.5,2,2209.73,0
4.6,74.6,13,9.8,3,6995.37,1
4.8,92.6,6,6.8,3,1779.86,0
34.9,59.8,5,0.0,5,81.83,0
19.7,56.8,18,1.3,4,1357.07,0
14.6,92.7,7,3.7,3,4123.11,1
28.3,56.9,12,7.8,5,5685.14,1
36.3,85.1,2,2.8,1,544.34,0
30.4,56.5,0,3.2,5,2725.27,0
28.5,51.8,14,5.2,3,4542.49,1
24.0,73.3,17,9.1,2,7167.22,1
43.0,96.9,8,0.9,1,0.0,0
11.1,91.8,17,4.6,1,3099.35,0
29.5,69.2,15,7.1,1,4886.32,1
35.3,70.7,19,8.4,5,8046.97,1
33.7,94.1,16,9.9,3,6792.42,1
32.4,74.6,3,1.8,1,109.36,0
21.9,71.2,15,4.8,4,5109.68,1
2.2,55.2,13,7.4,1,3509.83,0
20.7,68.2,2,0.9,5,2575.02,0
19.3,90.3,10,3.1,4,4291.32,1
24.8,61.8,0,6.8,5,3287.99,0
37.2,98.1,12,1.4,4,2446.96,0
41.0,56.9,0,7.4,1,5776.27,1
21.7,81.3,7,5.8,2,4571.28,1
16.1,78.2,4,0.8,5,1882.69,0
7.6,56.8,14,2.1,4,2692.21,0
2.8,93.1,5,8.9,2,4763.15,1
21.5,60.2,7,6.9,2,5621.39,1
44.6,72.4,1,1.2,5,1560.43,0
18.9,63.9,3,1.3,4,2437.16,0
10.1,61.2,19,2.2,3,2988.06,0
36.4,91.1,7,3.1,4,4189.09,1
11.2,51.4,8,2.1,5,1347.77,0
35.0,65.9,5,6.2,4,4302.03,1
44.1,99.0,4,2.1,1,1057.19,0
27.5,86.6,9,1.8,1,2749.94,0
29.5,54.9,19,2.1,4,2052.19,0
42.4,99.9,12,8.0,4,3505.21,0
5.0,59.6,18,9.2,2,7207.48,1
36.7,85.5,2,3.4,3,2281.9,0
12.7,84.1,2,6.7,1,3055.79,0
35.7,80.4,8,7.1,4,4256.43,1
39.7,96.1,15,9.2,2,6054.57,1
8.2,68.3,4,4.1,3,1550.66,0
20.9,94.7,2,5.6,1,1921.42,0
48.4,77.3,5,9.5,2,8368.26,1
28.7,56.3,1,3.6,5,1724.62,0
35.4,72.6,12,5.1,1,4554.82,1
14.5,54.5,6,6.8,2,5211.63,1
2.0,77.6,10,5.3,4,5344.39,1
41.9,99.5,9,9.5,5,5683.09,1
15.6,57.8,18,0.5,3,1895.94,0
16.9,57.3,18,2.4,4,4559.17,1
24.3,94.7,16,8.7,2,5513.67,1
9.2,85.4,14,0.8,4,3467.78,0
16.1,81.4,0,1.2,3,2027.26,0
34.0,57.2,8,7.0,5,3670.75,0
45.7,70.7,3,6.3,4,4838.27,1
18.7,80.1,2,7.7,4,5178.18,1
24.3,95.6,18,6.5,5,6607.0,1
14.4,97.4,16,9.4,4,5065.15,1
36.5,69.8,10,6.7,4,4720.69,1
41.3,93.5,19,6.1,5,6051.82,1
16.7,86.1,14,9.1,3,5058.0,1
48.5,67.1,3,9.9,5,7165.02,1
38.9,76.9,18,7.5,3,6037.69,1
48.5,65.5,11,2.8,4,3528.89,0
38.6,92.8,17,0.1,4,1923.11,0
13.3,56.9,3,1.1,3,1682.68,0
14.7,68.9,16,6.0,4,6231.23,1
12.9,91.1,6,8.0,2,3614.97,0
21.5,52.9,8,0.8,5,3503.89,0
3.3,63.3,5,1.1,4,1751.31,0
26.0,62.3,0,3.1,5,0.0,0
23.1,96.7,0,9.8,5,6884.31,1
11.2,74.7,10,0.9,2,1741.39,0
22.2,97.0,2,0.2,5,0.0,0
47.9,68.5,7,4.4,4,1470.87,0
17.2,55.0,14,3.2,2,1812.08,0
20.1,74.8,10,10.0,5,7838.14,1
33.3,94.5,3,0.4,3,2081.26,0
48.2,80.7,7,6.2,1,5001.65,1
23.3,66.6,6,5.2,2,3980.28,1
45.8,77.6,18,3.6,2,4271.73,1
48.3,64.1,5,0.7,2,1468.47,0
39.1,91.4,19,6.2,5,4317.61,1
45.9,55.2,2,0.6,4,1033.59,0
21.5,72.2,9,2.0,1,2050.81,0
27.2,95.3,4,0.6,5,1722.49,0
3.6,76.9,9,1.3,5,2477.15,0
36.1,56.3,8,6.9,5,4348.58,1
22.6,53.4,6,7.8,4,4295.53,1
19.9,62.1,17,1.3,3,1254.6,0
31.4,95.3,14,1.0,5,1099.04,0
35.7,79.1,0,5.6,5,4393.53,1
37.3,82.2,18,2.1,4,2120.83,0
19.6,55.4,13,0.9,1,1542.5,0
26.6,56.8,18,2.4,3,3895.13,1
31.4,78.1,11,3.3,1,3781.9,0
2.5,91.8,17,5.1,4,5765.23,1
23.7,81.1,2,8.5,4,6156.9,1
41.3,78.3,6,3.1,3,2939.47,0
6.7,96.3,3,3.1,3,3528.65,0
1.3,58.9,15,2.8,1,2998.22,0
35.6,88.2,10,1.0,4,3064.13,0
38.8,91.5,9,5.2,5,3192.13,0
37.9,77.8,0,1.3,3,1894.86,0
49.0,56.8,9,1.4,4,3597.72,0
14.5,71.9,13,0.4,2,1902.99,0
21.3,73.7,16,5.6,2,3873.53,1
18.7,77.7,14,9.0,4,7024.92,1
2.0,78.0,6,6.1,4,3305.62,0
3.7,66.4,15,9.4,5,7178.76,1
21.0,70.3,4,2.7,4,3794.95,0
29.7,57.6,3,3.2,4,2566.72,0
5.6,62.9,16,3.5,1,3218.89,0
34.8,79.6,6,3.9,3,3979.98,1
18.0,72.4,1,0.8,4,1113.05,0
16.5,80.1,15,3.0,3,2377.88,0
34.0,79.9,2,6.0,5,4716.06,1
10.3,86.1,7,6.6,5,2767.8,0
24.4,61.9,16,1.2,5,3608.33,0
5.8,58.2,6,5.6,5,3778.23,0
38.7,86.0,15,7.4,1,3283.61,0
36.9,82.2,7,4.4,4,2516.64,0
40.9,61.1,18,0.7,4,3836.09,0
16.2,59.2,5,5.1,2,2542.86,0
2.5,59.8,7,4.4,2,3803.87,0
11.2,79.4,5,7.0,3,5014.89,1
29.0,58.2,6,8.9,1,3907.08,1
10.8,58.4,12,3.7,5,2458.13,0
37.1,93.4,1,2.7,3,3895.29,1
2.2,59.1,11,7.0,1,1799.52,0
37.5,99.4,15,7.6,1,5168.59,1
6.5,71.1,17,1.6,3,3343.92,0
2.5,51.6,1,3.0,5,3399.79,0
30.5,85.2,8,4.4,1,3443.91,0
4.5,78.3,1,0.6,1,1906.08,0
38.7,88.4,11,9.6,2,6344.6,1
19.1,67.0,5,7.1,4,5885.39,1
32.5,69.4,2,1.8,2,1084.24,0
12.0,50.5,9,9.8,2,3308.02,0
33.9,75.9,1,5.2,2,3533.69,0
4.3,59.2,2,4.7,4,3681.96,0
8.6,88.4,4,3.5,5,3149.89,0
31.5,55.1,9,7.8,5,5231.25,1
45.7,81.2,1,0.4,2,1420.12,0
16.5,55.9,2,1.4,1,1129.04,0
43.9,63.5,16,5.6,1,3199.06,0
48.5,81.3,7,0.1,5,366.39,0
11.2,92.9,15,0.2,2,2577.75,0
0.8,90.6,19,5.3,5,4026.61,1
45.1,63.7,11,5.0,2,4251.04,1
10.7,77.8,4,6.6,5,4754.45,1
19.2,91.7,6,8.4,4,4905.35,1
15.6,58.8,9,0.6,5,2184.6,0
47.1,62.8,4,3.3,1,3004.91,0
8.8,73.3,8,9.8,4,5797.04,1
25.7,66.1,12,0.9,1,0.0,0
48.6,55.3,13,5.2,4,4024.31,1
28.3,79.3,5,9.4,2,5502.32,1
13.8,75.1,12,2.4,1,771.33,0
30.4,54.9,9,2.2,4,3896.2,1
46.0,99.8,19,4.6,1,5661.33,1
2.0,92.2,19,6.2,3,5453.2,1
39.7,86.7,14,4.1,3,2978.17,0
45.2,70.5,5,3.5,4,2622.55,0
36.7,89.8,2,9.4,5,5536.58,1
47.3,73.7,3,1.2,1,195.97,0
9.9,94.1,13,3.8,5,3414.32,0
49.5,58.3,2,1.4,4,613.18,0
18.5,92.8,9,0.4,1,1455.05,0
35.6,52.9,12,3.4,5,5113.3,1
24.3,83.7,3,3.4,4,3053.18,0
16.9,87.3,10,3.2,3,2524.55,0
5.1,95.3,16,8.6,1,5729.45,1
16.4,66.9,18,6.2,1,6371.23,1
38.6,57.8,0,0.8,1,2009.65,0
42.8,71.9,16,0.7,4,2278.98,0
5.4,71.5,4,9.7,5,6199.18,1
0.7,65.8,9,5.6,5,3049.65,0
40.8,88.1,12,5.8,3,4669.31,1
43.4,96.2,5,8.1,5,4256.99,1
25.3,77.2,0,2.0,5,2194.93,0
38.8,67.7,5,1.9,2,3471.4,0
6.8,64.4,18,6.4,2,3794.0,0
35.0,70.8,10,7.0,1,4201.05,1
1.9,87.0,3,1.2,2,2864.1,0
34.4,63.6,8,4.7,3,3051.8,0
16.4,58.0,1,7.8,1,3471.75,0
8.5,63.5,4,2.4,3,1384.2,0
22.0,55.0,12,9.0,5,6743.21,1
26.0,79.7,10,1.5,3,2478.99,0
45.0,60.8,18,4.9,3,3942.01,1
35.8,94.8,8,6.8,5,4164.96,1
18.1,64.7,19,2.3,4,1153.19,0
28.1,80.5,4,8.8,5,5634.51,1
42.4,59.7,18,5.7,4,4022.35,1
11.9,88.3,0,9.7,1,4978.94,1
42.4,72.7,14,0.3,5,483.09,0
45.3,79.2,12,4.7,2,4599.38,1
37.4,59.5,0,0.8,3,1646.63,0
38.4,63.6,8,8.9,4,4470.44,1
11.7,51.1,7,6.3,4,4769.93,1
42.5,69.6,4,1.1,1,1273.29,0
47.5,54.4,8,9.1,3,5650.62,1
29.3,54.0,16,2.9,5,1801.88,0
44.3,83.9,4,4.3,1,2983.9,0
10.6,65.7,16,3.4,5,4806.77,1
39.5,95.2,17,1.9,1,3614.66,0
17.6,87.1,9,5.9,1,4577.66,1
36.6,73.1,18,10.0,4,5804.65,1
44.2,71.5,8,3.8,4,4319.93,1
35.2,89.8,10,3.5,5,5427.89,1
16.9,55.4,9,9.1,3,5077.34,1
34.2,89.2,8,7.6,4,5877.17,1
43.0,99.9,11,5.3,1,3590.73,0
1.8,88.7,12,9.2,1,5328.54,1
31.5,96.7,5,0.0,4,4277.23,1
4.8,81.1,10,6.5,1,4560.86,1
12.8,66.8,3,6.7,5,6204.32,1
43.1,58.1,10,6.0,3,5324.67,1
10.3,50.0,12,0.8,2,1032.31,0
49.0,80.5,7,7.6,3,3745.75,0
37.7,74.6,10,0.7,2,1026.03,0
45.7,87.6,11,2.4,4,1508.86,0
36.7,81.5,5,3.4,1,2477.0,0
8.9,91.9,1,5.8,3,2688.66,0
25.5,95.3,1,2.0,5,4294.43,1
3.2,86.6,11,7.8,3,5918.06,1
22.5,64.3,9,6.8,1,4024.2,1
15.4,81.7,13,5.9,4,5790.64,1
10.1,60.4,2,6.4,3,5189.99,1
0.0,57.4,8,2.0,5,1112.84,0
27.7,66.4,0,6.3,4,4782.23,1
1.1,67.0,1,8.3,2,5270.93,1
29.9,84.9,3,5.4,2,1575.19,0
48.5,54.3,10,5.5,4,2782.65,0
48.3,64.1,7,3.5,2,2327.14,0
4.1,97.5,7,7.7,2,4371.71,1
2.8,53.4,19,9.9,1,5112.48,1
26.5,78.8,13,5.7,1,3939.91,1
38.7,59.9,0,5.6,3,5010.01,1
33.4,86.9,19,4.3,1,4339.29,1
46.1,67.6,10,5.8,1,3445.35,0
15.5,50.9,9,7.1,1,4622.09,1
2.5,87.0,3,8.0,4,5106.41,1
9.2,79.8,16,1.5,1,1045.87,0
46.0,87.3,9,5.2,3,4837.79,1
19.9,63.6,16,6.7,1,7278.9,1
12.7,69.7,1,6.4,3,2407.35,0
37.0,73.9,4,4.6,2,2845.93,0
6.6,53.9,3,3.3,2,3917.88,1
17.4,60.8,5,8.7,1,5600.71,1
2.9,85.9,13,1.7,5,3344.58,0
29.9,87.0,0,5.9,3,4293.32,1
9.1,67.0,15,3.5,3,3758.85,0
45.1,94.1,3,7.3,2,4005.85,1
48.0,59.5,8,5.6,1,4804.87,1
37.2,53.7,5,9.7,1,7266.42,1
32.5,63.2,16,5.4,3,6331.76,1
8.0,59.0,18,8.0,5,6858.89,1
19.2,93.5,15,9.1,4,5130.66,1
0.6,54.5,6,3.0,5,2426.55,0
27.2,85.0,8,5.6,3,4366.06,1
5.3,65.8,17,0.9,2,2324.13,0
12.2,88.4,0,7.4,2,3219.48,0
7.8,82.9,12,4.7,3,3311.2,0
29.6,83.1,2,6.9,4,4890.42,1
27.5,80.4,7,1.3,5,1794.11,0
45.2,76.8,1,8.7,1,4574.79,1
42.8,68.7,17,3.9,5,4002.73,1
36.2,57.8,14,7.8,2,5379.27,1
4.6,87.7,3,6.8,1,5431.1,1
26.3,67.9,18,9.7,2,5476.03,1
43.5,63.9,2,9.0,3,5939.84,1
24.3,68.4,9,1.0,4,568.03,0
12.2,73.5,3,4.8,5,4478.34,1
49.7,58.9,3,8.5,4,3737.99,0
3.6,69.9,14,0.8,2,1364.9,0
38.7,56.1,12,3.5,4,4845.04,1
2.9,66.0,1,2.1,3,4319.31,1
31.1,88.5,5,4.5,3,4661.12,1
12.4,66.3,19,1.2,5,2196.54,0
34.0,72.8,1,0.8,4,1753.6,0
34.8,63.1,7,4.3,4,4744.75,1
17.8,99.0,2,9.0,2,4289.78,1
29.1,53.1,1,9.0,3,4991.01,1
49.7,90.9,11,8.6,5,7076.81,1
38.6,77.3,17,2.3,5,3099.37,0
38.9,67.8,5,1.7,1,2127.67,0
8.1,86.1,19,3.8,5,3824.53,0
5.6,90.7,2,0.1,2,0.0,0
11.8,78.9,16,3.8,1,3849.04,0
42.5,91.5,11,2.9,2,3003.14,0
26.6,90.9,14,9.9,2,5942.19,1
45.5,58.5,6,1.2,5,1685.24,0
32.9,58.3,9,1.2,5,962.16,0
35.4,54.9,6,4.6,3,4049.08,1
48.4,50.6,17,7.2,3,6164.94,1
0.9,66.1,8,5.6,1,3739.63,0
44.1,93.7,9,7.8,3,5045.07,1
32.8,65.7,15,4.3,1,4317.2,1
3.8,91.7,19,6.1,5,4670.4,1
30.3,86.7,2,7.4,1,2629.38,0
21.0,76.5,7,5.5,4,3640.16,0
0.0,96.2,6,6.1,2,3833.93,0
36.7,76.4,2,0.6,3,1021.4,0
36.5,65.6,8,9.5,4,7060.06,1
21.2,83.2,12,6.1,2,5682.46,1
49.9,74.8,6,9.8,2,6902.88,1
48.4,74.3,17,0.7,3,2744.89,0
34.7,81.9,16,7.6,1,4015.72,1
13.2,88.8,9,6.8,2,4467.94,1
44.1,96.1,15,5.5,2,4188.58,1
48.6,54.1,0,4.5,2,3566.84,0
19.5,78.1,9,1.1,5,2634.49,0
47.6,95.6,4,3.6,2,2954.85,0
23.1,95.4,15,3.3,2,2584.29,0
48.1,94.6,18,9.4,3,7206.29,1
48.8,51.7,18,3.2,1,3458.59,0
27.1,97.5,18,6.4,4,6221.98,1
47.3,98.8,3,1.8,2,1254.41,0
20.5,56.6,15,1.7,1,2754.89,0
9.8,51.0,5,2.4,5,2352.37,0
13.7,89.6,2,0.4,5,690.44,0
1.2,77.1,4,1.1,3,2034.17,0
34.4,66.5,0,8.5,3,6114.94,1
10.3,85.2,0,9.3,2,5080.27,1
8.8,65.7,16,4.4,4,2711.89,0
33.5,85.1,13,9.5,5,5900.82,1
22.9,73.1,6,7.1,5,6212.94,1
10.3,82.2,19,2.5,1,3182.42,0
48.2,69.0,17,8.4,2,4073.61,1
24.4,87.8,8,2.0,5,1763.59,0
17.0,68.9,12,5.5,2,3310.09,0
42.1,70.7,9,5.7,4,4821.53,1
46.2,51.3,1,2.8,1,3108.05,0
32.3,97.1,17,2.3,4,3232.3,0
39.1,53.0,11,2.1,1,2292.41,0
26.7,91.2,3,6.3,2,3071.2,0
33.0,68.9,19,2.6,2,1519.67,0
5.9,73.5,12,8.2,3,4641.37,1
44.1,58.9,8,6.4,2,3460.24,0
35.4,89.7,0,0.6,4,1857.11,0
4.3,52.5,18,4.4,1,5581.13,1
45.3,80.5,2,0.8,3,399.14,0
25.7,65.6,0,3.9,4,3219.21,0
2.8,75.4,2,1.1,5,1508.17,0
14.1,90.7,7,2.4,5,1839.44,0
44.3,57.5,16,4.1,4,3628.1,0
2.0,93.6,15,4.1,1,3683.29,0
13.5,60.3,11,8.3,1,3907.58,1
37.8,92.8,4,0.6,5,3213.66,0
18.0,86.1,15,1.9,2,2152.06,0
14.4,79.2,11,5.1,4,4250.31,1
25.0,55.6,0,1.6,1,876.91,0
13.3,81.8,17,4.6,3,4584.91,1
17.9,75.8,16,5.3,4,4651.45,1
3.2,67.6,15,6.4,1,4355.66,1
4.8,86.8,4,8.6,4,5818.93,1
17.7,83.4,4,1.6,5,2384.54,0
12.9,68.6,13,9.6,3,5715.77,1
3.4,74.4,16,5.6,5,5255.92,1
11.0,51.2,3,6.5,3,4816.4,1
18.2,72.9,2,3.2,4,2197.48,0
8.4,82.1,4,8.4,4,6211.79,1
37.3,54.7,0,3.4,2,2538.53,0
43.2,80.4,3,9.2,5,5561.69,1
10.0,75.0,9,8.2,3,4527.13,1
5.3,59.7,14,4.6,5,3355.77,0
12.5,50.8,19,7.3,2,4208.09,1
17.1,83.6,17,6.4,1,3684.83,0
15.0,63.6,3,8.5,1,2823.02,0
18.6,62.7,13,1.1,3,1381.58,0
14.7,97.7,4,0.3,5,2152.57,0
30.3,61.0,4,0.7,5,2344.38,0
3.3,96.4,1,7.1,1,4676.87,1
19.0,73.3,1,3.2,3,3424.84,0
38.1,81.8,5,2.7,3,3523.68,0
48.8,89.7,5,3.6,2,4131.63,1
44.4,66.7,8,8.8,1,4812.39,1
23.9,97.7,16,8.3,5,7386.61,1
27.5,72.4,13,4.6,1,3459.02,0
39.2,60.3,17,4.9,4,3752.89,0
12.4,58.2,0,7.6,3,5653.55,1
30.4,69.3,1,0.8,5,2141.39,0
27.9,91.5,13,0.6,2,850.78,0
23.2,92.8,6,1.1,5,2655.42,0
5.6,50.0,17,2.0,5,2582.32,0
34.6,86.2,15,9.4,4,8006.05,1
37.3,50.3,11,5.6,1,2048.17,0
34.2,99.9,13,8.1,4,5195.32,1
5.2,93.9,17,6.0,5,3891.09,1
10.6,60.2,16,2.9,5,3003.8,0
27.0,80.4,3,4.6,3,4313.48,1
45.1,63.0,4,6.5,1,5496.52,1
26.8,77.8,13,8.7,5,6166.47,1
0.2,56.3,10,8.9,1,6048.17,1
10.6,88.4,11,9.1,1,5559.22,1
4.5,79.1,6,7.4,2,6081.51,1
27.6,60.0,8,1.8,5,3726.79,0
9.1,72.1,4,4.8,5,4545.09,1
24.7,69.2,6,3.2,3,2638.95,0
31.2,89.1,5,2.0,2,272.23,0
23.8,76.4,14,4.9,1,3521.44,0
1.0,59.6,13,1.5,3,2560.2,0
30.0,86.3,14,5.0,2,3105.58,0
18.0,51.9,15,4.4,1,3357.06,0
13.0,90.2,9,3.2,3,2077.79,0
28.4,88.4,2,8.7,1,5469.11,1
6.2,92.6,0,4.4,4,3683.82,0
16.6,92.7,12,1.7,3,3648.76,0
36.5,60.4,19,1.3,4,3793.63,0
39.0,55.1,17,5.3,2,4551.93,1
41.5,96.0,19,5.4,2,5526.8,1
21.8,76.4,11,9.1,1,7091.47,1
31.1,70.3,1,4.9,3,2935.89,0
8.1,82.6,12,1.2,2,3231.19,0
6.1,85.7,18,5.4,4,6022.28,1
36.8,66.3,2,1.2,3,0.0,0
27.1,54.3,5,4.3,5,3402.71,0
39.7,78.2,8,2.7,3,1804.48,0
40.6,59.0,18,5.5,5,5709.62,1
26.8,56.0,11,9.6,4,5295.26,1
26.9,67.1,3,0.8,3,1276.87,0
44.4,92.1,18,4.6,4,5261.72,1
25.1,91.7,4,7.3,4,5667.14,1
24.0,80.7,11,7.0,2,4427.71,1
16.9,63.4,14,1.9,5,2021.25,0
19.7,77.0,13,5.7,4,4496.59,1
31.8,91.5,16,2.1,5,2939.35,0
12.5,72.6,4,4.9,3,3421.18,0
49.3,88.0,7,5.6,3,5762.85,1
38.8,69.0,12,4.9,5,5582.08,1
44.1,62.4,17,7.6,4,6787.24,1
4.3,50.3,18,6.5,1,5450.05,1
11.6,67.8,5,3.0,1,1088.07,0
16.7,75.1,4,5.7,1,2728.63,0
13.0,59.7,9,9.8,5,4973.7,1
17.2,70.9,4,0.8,2,1025.75,0
33.5,50.4,6,1.8,1,1550.04,0
28.6,51.9,19,6.8,5,5745.25,1
6.5,51.0,2,4.3,3,2154.86,0
27.7,65.0,10,2.6,4,1123.66,0
12.8,97.0,18,0.2,5,2097.33,0
41.8,77.9,18,3.5,1,2124.89,0
5.7,75.3,3,3.4,4,3321.92,0
25.1,68.6,13,8.6,3,6276.72,1
23.1,86.3,1,8.8,5,6693.62,1
0.1,72.8,13,3.8,4,4085.82,1
28.3,74.4,8,8.7,3,5844.14,1
12.6,68.0,3,7.5,5,4963.93,1
16.5,83.9,19,2.6,3,3905.17,1
10.7,53.0,2,8.4,1,6180.59,1
41.0,72.5,15,3.0,3,3504.5,0
21.0,96.9,19,0.1,4,2766.93,0
20.6,80.2,18,7.3,1,4365.61,1
32.2,56.4,14,2.0,5,4092.5,1
16.8,59.5,3,2.0,3,1539.3,0
47.3,90.1,1,1.6,2,2253.57,0
42.6,77.9,4,4.6,4,3502.42,0
11.1,98.9,0,2.9,5,3227.46,0
47.6,70.0,4,8.3,4,7216.46,1
1.5,66.3,4,6.9,4,4072.24,1
8.8,92.1,8,0.6,5,1223.49,0
14.7,72.1,4,5.7,5,4756.24,1
33.8,88.6,7,7.3,3,5174.59,1
10.5,90.2,19,1.9,4,2809.93,0
40.9,58.1,19,3.4,4,4405.75,1
8.7,84.2,1,8.7,5,5342.83,1
17.6,85.5,19,3.4,3,4174.75,1
49.2,83.6,0,5.5,5,4342.62,1
20.5,50.3,10,2.5,4,1726.67,0
11.1,70.3,6,0.8,2,1406.18,0
4.3,90.1,13,3.9,5,4590.67,1
30.5,68.7,2,6.2,5,4805.24,1
12.1,58.1,0,2.6,3,1314.82,0
11.2,81.2,1,3.3,2,2478.45,0
9.9,66.6,17,5.9,5,4444.93,1
32.0,54.9,6,2.9,3,3808.58,0
20.1,50.0,4,6.2,3,3763.83,0
13.5,75.5,13,4.3,5,4695.9,1
27.3,76.6,2,3.4,5,4242.38,1
9.5,54.9,3,2.6,2,1782.05,0
35.7,55.3,3,2.2,3,3405.98,0
11.6,92.9,3,7.2,4,4288.79,1
32.6,71.7,10,4.0,3,3064.72,0
30.6,83.5,14,4.3,3,4464.67,1
18.2,99.1,2,9.7,1,6415.55,1
40.9,73.6,7,7.9,5,5891.33,1
32.0,89.9,10,1.1,1,1023.05,0
26.2,51.8,17,3.3,1,3170.98,0
6.8,61.4,1,6.5,4,4991.83,1
36.0,98.7,3,7.5,3,4207.44,1
3.0,90.9,13,1.8,2,1144.62,0
47.4,54.2,3,3.8,1,3859.08,0
0.0,65.7,6,6.3,4,4644.77,1
33.4,75.0,1,5.6,3,3513.96,0
31.2,66.9,17,4.5,4,4484.56,1
40.4,65.7,0,0.4,1,2554.76,0
12.4,68.2,14,5.0,3,3788.3,0
38.1,80.2,11,3.8,4,4294.07,1
11.0,96.3,0,4.8,3,4534.69,1
23.8,71.9,10,2.8,2,2158.65,0
11.0,75.4,1,2.7,3,1952.32,0
45.9,89.3,0,6.2,5,4581.35,1
34.9,81.2,0,3.7,4,3471.12,0
42.1,64.6,3,1.0,3,1245.68,0
39.6,76.8,7,5.0,2,3923.98,1
46.4,80.4,17,9.5,4,7944.5,1
28.4,80.5,8,0.9,1,1204.94,0
35.4,51.5,8,0.0,5,2352.4,0
31.5,92.0,11,7.7,5,4889.37,1
32.1,67.9,2,2.2,2,2741.38,0
29.4,75.5,0,6.2,3,4283.67,1
30.7,76.8,16,0.8,2,458.36,0
41.0,50.2,4,0.6,1,1584.86,0
38.9,92.3,4,2.6,3,1062.43,0
10.8,78.3,9,3.3,3,3705.45,0
20.0,64.2,12,1.3,2,1232.25,0
25.2,52.1,0,0.5,2,1810.3,0
47.9,73.5,3,4.1,5,2790.56,0
