years_experience,education_level,age,performance_score,city_tier,salary,high_earner
24.3,2,35,5.63,2,144244.68,1
24.2,3,23,9.06,2,146364.72,1
5.1,3,31,1.51,2,40100.56,0
1.3,3,48,2.83,2,31638.21,0
20.8,1,36,1.33,2,93718.07,1
11.1,5,59,2.75,2,75685.96,0
19.7,2,47,3.1,1,107006.1,1
12.1,3,46,2.28,2,41582.53,0
30.0,3,53,2.29,2,131300.72,1
15.8,5,43,8.19,3,94059.91,1
10.8,5,34,5.98,3,93153.39,1
17.5,5,31,7.05,2,133024.77,1
2.7,1,59,5.38,3,21358.77,0
10.1,2,55,0.23,1,63583.76,0
21.7,2,33,3.45,3,102234.18,1
13.7,2,33,8.88,3,82646.45,0
22.3,4,26,6.85,3,154061.02,1
13.9,5,25,1.69,2,93473.17,1
24.6,4,41,7.0,3,137328.1,1
7.9,5,48,8.36,3,77530.12,0
2.4,3,34,0.97,1,50956.46,0
27.6,2,33,2.23,2,122658.41,1
24.2,4,44,4.7,3,138606.27,1
22.7,4,39,6.93,3,131085.57,1
17.9,2,50,3.88,1,99566.06,1
6.9,2,23,7.99,3,45616.32,0
28.7,5,41,3.61,2,152556.4,1
18.1,2,53,1.54,1,80361.38,0
15.7,1,34,8.51,2,75709.48,0
8.6,5,33,2.83,3,77210.33,0
22.5,2,38,1.51,1,106959.77,1
11.7,3,37,9.53,3,93807.73,1
7.6,1,26,5.84,2,37717.2,0
18.9,5,32,3.02,2,124202.51,1
4.0,4,57,1.13,3,49013.15,0
24.1,2,41,3.97,1,105264.91,1
14.7,1,49,4.99,3,84924.89,0
22.1,1,29,2.13,1,92338.69,1
10.3,1,50,8.49,1,69337.55,0
18.7,2,38,6.66,1,88545.08,0
8.6,4,24,6.41,1,91322.29,0
1.6,1,52,6.77,1,20887.22,0
20.0,1,39,9.31,1,102828.34,1
26.5,3,43,0.68,2,123950.67,1
16.4,5,21,8.14,2,125121.45,1
2.6,4,20,8.69,3,62702.44,0
2.9,2,57,6.54,3,35336.72,0
22.1,1,46,0.0,1,97247.57,1
25.9,5,28,7.14,2,160563.94,1
27.6,5,24,1.08,3,141242.55,1
21.9,2,26,8.08,2,117002.48,1
12.8,1,55,0.34,1,55496.84,0
11.8,3,28,4.48,2,68612.04,0
8.3,3,31,1.41,3,49419.54,0
20.4,1,56,7.48,3,110571.24,1
9.6,3,24,6.73,2,65833.76,0
10.8,5,39,9.53,3,114902.51,1
6.2,3,22,8.29,2,67334.74,0
23.5,4,21,1.98,1,147907.06,1
27.6,2,30,7.63,1,138207.47,1
9.3,1,49,7.31,3,70563.18,0
12.5,3,50,7.0,2,74347.87,0
26.5,4,55,0.12,2,145056.24,1
10.0,5,20,6.42,3,115598.17,1
8.9,3,25,5.36,3,58192.2,0
19.5,3,53,0.63,3,97924.45,1
21.9,4,50,3.82,2,121927.07,1
0.6,3,28,7.92,1,44590.85,0
8.6,3,56,0.28,2,68709.45,0
3.3,1,40,7.02,3,41379.27,0
1.5,3,38,4.69,2,20000.0,0
7.0,3,54,8.86,2,77314.33,0
1.5,4,35,6.15,2,50433.64,0
12.6,1,41,0.59,1,65299.72,0
13.3,1,52,4.88,1,69506.86,0
20.6,4,51,7.09,3,134740.58,1
27.1,4,46,1.9,3,138814.06,1
29.9,4,36,5.99,3,153900.24,1
19.4,3,54,7.13,1,108787.49,1
5.8,4,31,2.66,1,82782.09,0
10.2,5,24,1.5,2,81876.58,0
21.9,5,51,9.71,2,139679.16,1
19.7,5,44,2.85,3,128778.26,1
22.9,2,50,2.71,3,121001.1,1
23.5,1,48,9.81,1,131287.07,1
8.1,2,24,4.87,2,54955.49,0
10.0,5,52,1.92,1,84725.73,0
11.9,5,20,1.59,2,86090.92,0
17.0,4,33,3.3,1,108593.79,1
4.7,3,55,1.79,3,43980.07,0
27.9,4,48,3.71,2,144893.8,1
19.6,5,28,1.09,1,138399.54,1
5.4,4,27,3.48,2,53259.7,0
14.8,3,36,6.68,3,82965.74,0
13.9,2,39,4.06,1,68493.1,0
19.0,5,33,8.42,3,129206.74,1
5.6,4,56,6.78,2,65195.59,0
18.5,3,25,0.19,1,113861.84,1
24.8,1,48,9.75,1,115286.08,1
9.5,5,52,0.3,2,76601.79,0
22.3,5,57,5.27,1,137792.77,1
8.7,1,31,4.86,2,48901.19,0
0.1,5,29,3.47,1,52373.08,0
13.8,5,52,2.79,3,102758.83,1
21.6,5,54,2.67,1,133934.87,1
2.3,3,24,1.36,3,40120.36,0
17.7,3,27,1.83,2,82988.39,0
23.8,3,30,0.72,1,104858.61,1
18.9,3,59,8.47,2,127355.41,1
13.4,5,36,7.89,2,110609.28,1
0.1,2,28,0.0,1,20000.0,0
20.9,3,54,3.2,2,116543.55,1
22.9,3,31,9.33,2,145702.54,1
9.2,4,57,5.25,2,82801.8,0
14.5,1,32,8.68,1,72884.98,0
13.9,4,28,0.61,3,79050.87,0
5.4,4,40,6.4,2,50002.48,0
13.6,4,26,0.34,3,97592.77,1
27.9,5,42,2.46,1,153869.04,1
10.5,2,26,7.16,1,86391.38,0
22.1,3,42,4.97,1,119863.44,1
14.9,1,29,8.67,2,93065.31,1
6.8,5,42,0.4,2,50113.56,0
26.3,3,52,0.06,2,126909.37,1
14.5,5,44,4.87,1,116566.82,1
7.4,2,57,4.24,2,52014.13,0
7.8,1,51,3.27,2,46476.67,0
0.5,1,50,4.53,2,27690.5,0
0.5,4,22,6.06,2,33866.41,0
4.8,5,30,2.16,1,63320.51,0
28.0,5,33,0.58,3,144680.34,1
0.6,4,31,0.88,3,20000.0,0
5.4,2,55,8.97,2,45045.83,0
10.6,5,22,1.84,3,86165.71,0
10.7,5,56,3.49,1,110222.33,1
2.5,5,50,4.71,2,65843.48,0
19.3,2,55,7.39,1,100043.11,1
13.7,1,25,1.5,3,68708.22,0
1.9,1,33,7.31,3,34027.92,0
14.1,4,26,0.13,1,86846.05,0
26.6,5,34,3.37,3,127735.12,1
2.2,3,36,4.8,2,51330.85,0
13.4,1,25,1.15,2,43731.22,0
20.1,5,49,9.62,2,129874.16,1
21.9,2,44,3.26,3,104917.78,1
23.8,1,42,8.08,2,109983.61,1
14.0,1,43,8.39,2,77718.49,0
19.6,2,21,6.86,3,111719.88,1
2.7,4,53,9.62,1,47525.72,0
17.0,5,42,4.38,2,112459.01,1
13.5,4,57,3.85,3,106897.68,1
16.0,4,23,0.44,3,118228.51,1
15.3,3,22,6.22,1,118599.02,1
17.8,5,56,2.44,3,99019.33,1
25.6,4,31,1.81,2,158730.78,1
18.1,5,33,0.21,3,109933.11,1
6.3,1,46,0.13,1,53584.81,0
14.7,2,27,2.74,3,82259.3,0
23.2,5,26,7.03,3,140614.58,1
15.0,3,36,6.24,2,87237.04,0
23.8,5,49,2.41,1,122730.16,1
16.6,2,53,0.13,1,81948.23,0
26.6,5,24,6.32,2,172775.37,1
9.0,5,44,0.72,3,75569.17,0
14.7,3,21,3.5,3,77118.21,0
8.9,4,33,9.31,2,82493.41,0
7.0,2,51,8.82,2,76401.71,0
1.4,5,25,6.35,2,55251.44,0
1.9,1,36,9.23,3,31054.12,0
14.2,1,47,1.19,2,63174.24,0
15.5,5,34,2.57,1,106010.77,1
27.3,5,27,8.62,2,158779.01,1
26.7,2,37,0.43,2,141210.71,1
13.4,4,44,8.52,3,100680.92,1
8.4,5,53,3.78,2,86100.74,0
26.9,5,49,5.55,3,149974.76,1
15.4,2,26,8.85,3,98450.32,1
23.2,3,26,7.68,2,132348.87,1
17.2,2,24,8.18,1,107488.19,1
7.5,2,23,4.74,1,52461.14,0
8.2,1,57,0.66,3,46418.31,0
13.3,3,25,5.88,3,69147.74,0
14.5,2,31,8.15,2,87475.22,0
0.3,2,21,2.17,1,20000.0,0
2.9,3,27,9.39,3,61665.85,0
1.4,3,58,2.9,1,26994.04,0
29.1,3,44,5.48,3,122751.62,1
18.4,2,45,1.17,3,93228.9,1
28.6,2,49,7.62,3,152471.15,1
3.8,2,56,5.79,3,41609.43,0
14.8,5,45,9.53,2,99804.16,1
14.9,3,39,6.26,2,88969.51,0
21.1,4,44,1.84,1,127129.99,1
7.6,3,31,5.61,3,60981.41,0
19.0,4,44,7.27,1,117837.66,1
7.9,2,41,7.16,3,70226.84,0
10.3,1,43,8.46,3,73853.34,0
16.5,5,26,4.47,1,121172.11,1
2.5,4,31,5.63,3,51942.66,0
15.9,4,41,8.46,2,111446.63,1
19.2,5,43,3.19,2,118360.6,1
26.8,5,39,6.51,1,149470.1,1
7.6,5,58,1.95,3,84045.04,0
10.0,4,21,4.44,3,84520.73,0
1.0,4,55,2.73,1,39642.05,0
27.4,5,35,0.33,3,158593.56,1
10.2,5,53,3.74,3,98470.4,1
28.5,1,46,0.63,3,129718.92,1
12.4,3,48,7.07,3,69609.11,0
13.9,1,43,7.7,1,82894.26,0
9.2,5,51,2.56,1,69296.45,0
0.0,4,49,3.34,3,29380.25,0
20.6,5,48,1.23,1,124725.9,1
1.4,1,53,8.0,2,20000.0,0
7.7,1,23,8.76,2,56928.31,0
0.8,2,52,7.47,1,38221.68,0
28.8,5,48,3.5,2,148779.99,1
7.9,4,43,1.89,2,48955.95,0
4.4,4,50,1.57,2,64501.96,0
3.0,2,25,4.12,1,34803.54,0
22.5,5,34,0.26,1,132406.39,1
13.2,3,56,8.58,3,91927.54,1
29.2,1,45,7.82,3,127392.64,1
12.9,3,38,5.39,1,84286.63,0
18.2,2,42,0.05,3,88313.01,0
29.3,3,36,8.87,2,158703.01,1
15.4,5,38,2.51,2,114132.11,1
18.9,4,37,7.87,2,129047.46,1
11.5,1,32,8.56,2,70915.67,0
17.6,2,27,8.55,1,115231.81,1
25.7,4,46,2.65,2,134289.6,1
15.7,5,54,5.61,2,95593.8,1
16.7,1,48,7.5,3,90851.37,0
29.2,2,23,3.97,3,135551.07,1
10.6,3,27,9.69,1,82459.4,0
8.2,1,28,4.89,3,43634.17,0
27.4,2,34,6.42,1,139807.49,1
4.4,3,38,0.54,1,31849.39,0
20.5,5,28,5.41,3,121285.39,1
25.4,3,20,5.32,2,142146.35,1
29.8,1,42,4.88,3,144535.28,1
6.7,4,33,4.51,2,53796.48,0
13.9,1,23,9.85,3,84872.52,0
17.7,5,46,7.33,1,111103.39,1
19.9,3,33,8.36,3,104040.03,1
4.4,4,56,6.1,2,54987.5,0
5.9,3,48,1.22,2,57488.14,0
0.7,1,24,0.16,1,20000.0,0
12.3,4,33,6.52,2,95887.42,1
21.0,5,37,6.43,3,150098.79,1
9.8,1,45,5.17,2,71878.4,0
25.3,5,21,8.61,2,151870.39,1
7.2,5,25,6.98,1,60787.35,0
23.6,1,43,7.52,2,119535.07,1
13.7,3,50,3.65,1,84928.87,0
27.9,5,26,0.52,1,160272.51,1
23.4,1,33,1.14,3,100182.9,1
18.5,2,44,0.35,3,95257.08,1
13.1,4,42,5.57,2,93870.25,1
28.6,2,24,2.84,3,128166.83,1
29.2,4,42,9.42,3,162213.7,1
0.5,2,51,0.61,1,20000.0,0
13.2,2,57,5.54,2,64715.07,0
5.2,1,41,2.94,1,21512.12,0
3.5,5,30,7.04,1,58156.57,0
3.4,3,58,7.36,3,44139.64,0
4.0,2,31,4.76,2,36115.96,0
7.8,3,55,5.45,3,46898.55,0
14.6,5,55,6.25,3,101059.08,1
0.3,1,30,4.54,3,21088.9,0
10.6,5,55,1.77,1,81924.2,0
14.3,5,53,9.77,2,107562.02,1
3.7,4,48,4.78,1,63667.29,0
28.6,5,21,2.96,3,154973.42,1
5.1,1,27,0.97,3,40672.31,0
28.2,2,35,4.27,1,142986.78,1
10.2,3,48,2.33,3,67444.42,0
9.3,2,48,4.2,3,67440.82,0
24.4,3,24,1.42,3,150800.24,1
19.1,2,48,3.8,1,95880.74,1
10.7,5,31,3.19,2,86987.18,0
17.9,3,57,9.24,2,110359.49,1
13.9,2,33,2.71,3,74858.98,0
13.2,2,35,5.12,3,87336.3,0
19.3,5,24,2.06,2,145165.09,1
4.4,1,46,5.56,1,32850.74,0
15.7,3,30,4.74,3,99488.71,1
6.6,5,55,2.4,1,79753.13,0
20.7,2,26,4.64,3,94811.57,1
17.0,5,25,6.08,2,115680.04,1
24.9,1,21,0.27,1,96350.77,1
5.3,2,59,7.12,1,32749.49,0
13.4,2,43,3.38,2,75076.52,0
8.3,5,46,3.78,2,77608.01,0
26.3,5,28,0.97,2,124447.39,1
15.5,4,57,6.14,3,122516.79,1
21.7,4,27,0.36,1,124441.85,1
27.7,3,54,4.63,1,132376.79,1
12.4,2,51,7.55,1,81534.57,0
2.0,5,28,10.0,2,79438.79,0
21.6,5,40,1.96,3,126260.72,1
25.1,2,35,6.32,1,130073.5,1
1.5,3,54,7.4,1,34057.62,0
22.7,1,33,7.84,1,116041.49,1
5.8,2,33,8.93,2,47936.87,0
26.1,3,43,4.23,2,140081.54,1
7.1,3,24,6.52,2,73846.36,0
18.7,3,50,5.98,3,106197.97,1
25.9,2,43,0.13,2,121790.98,1
25.1,3,49,2.59,3,128111.0,1
10.4,1,21,1.19,2,40753.56,0
20.5,5,42,0.35,1,115892.93,1
12.2,5,20,7.39,3,96024.34,1
12.4,1,24,2.84,2,68321.12,0
12.1,3,20,7.09,2,92923.85,1
27.1,3,56,2.59,1,122095.79,1
2.8,4,31,8.83,3,55682.68,0
29.4,2,36,8.53,2,142217.45,1
16.4,3,53,7.89,2,98720.05,1
11.5,4,31,2.31,3,82488.98,0
13.2,1,29,1.23,3,61839.5,0
2.9,2,27,9.35,2,56160.2,0
1.4,1,22,1.32,1,25495.52,0
17.3,4,56,7.8,2,117476.56,1
5.8,5,38,0.58,2,63904.65,0
15.7,3,59,5.47,1,99990.99,1
24.7,2,37,8.89,3,121571.59,1
4.6,3,29,2.6,1,40544.16,0
22.0,2,35,2.86,1,120249.4,1
23.9,3,41,7.56,2,117936.49,1
17.0,2,57,8.0,2,103200.56,1
17.3,5,59,1.28,1,110468.66,1
26.7,5,21,4.42,1,156904.92,1
27.3,2,41,3.22,1,134296.79,1
15.7,4,28,0.12,3,91790.42,0
28.0,1,23,9.43,3,128253.93,1
16.4,3,44,1.37,2,94532.39,1
10.1,5,32,2.51,3,77298.24,0
13.6,4,49,5.59,3,94492.17,1
23.3,1,28,6.82,1,116685.91,1
21.2,5,27,2.56,2,152629.5,1
28.9,3,24,5.88,1,173557.97,1
18.6,2,29,8.78,1,96404.42,1
24.8,2,20,2.95,3,107978.02,1
14.1,2,41,0.01,1,69583.33,0
7.8,1,54,6.92,2,58523.39,0
16.8,2,32,3.17,2,99147.57,1
0.5,1,23,4.52,3,21566.39,0
13.6,4,49,5.16,1,97254.46,1
9.1,5,26,5.95,1,86832.0,0
2.7,1,56,1.03,1,20000.0,0
3.3,4,56,2.53,2,31618.14,0
26.9,4,22,2.39,2,157011.76,1
20.1,1,47,5.05,1,104737.67,1
9.2,2,25,5.31,1,51189.21,0
30.0,2,47,8.1,2,135332.69,1
9.8,4,26,9.77,1,108074.23,1
24.5,3,24,3.73,1,119406.85,1
28.8,1,37,9.73,2,137212.18,1
7.3,3,47,4.76,2,74688.08,0
0.9,5,28,4.41,3,49689.45,0
23.8,3,22,1.88,3,111558.9,1
22.4,3,58,4.06,1,120108.74,1
11.3,3,56,7.0,1,79836.09,0
8.5,1,29,6.43,1,51299.81,0
3.4,3,31,4.89,2,35022.42,0
17.7,1,54,0.35,3,64286.84,0
16.5,5,51,6.36,1,131216.19,1
23.5,3,54,6.44,1,165645.26,1
27.6,5,53,9.66,1,162003.73,1
26.4,4,29,6.53,1,141750.59,1
1.5,2,23,3.78,2,20000.0,0
29.0,4,55,9.0,1,169214.73,1
5.4,1,30,4.46,2,42894.3,0
6.8,1,29,7.39,2,60485.41,0
9.8,4,41,2.12,3,67346.39,0
5.5,2,51,5.06,1,55585.28,0
21.7,4,59,0.86,3,133419.73,1
7.0,1,46,0.54,2,32785.13,0
5.2,1,42,5.82,2,46162.01,0
5.2,4,23,0.89,2,41863.28,0
20.4,5,59,3.82,1,144459.14,1
4.9,1,45,1.04,1,53213.54,0
21.8,3,22,5.31,2,89983.98,0
28.7,1,43,6.77,2,138703.45,1
6.2,2,51,9.0,3,50812.06,0
27.0,4,30,0.63,1,143230.71,1
18.5,1,51,3.87,2,96568.37,1
27.7,3,46,4.39,1,147002.74,1
25.4,5,29,3.65,2,132492.01,1
14.6,5,35,3.95,3,112782.83,1
10.4,5,33,9.66,1,109450.79,1
17.7,2,53,9.96,3,99227.15,1
11.0,5,31,0.94,3,87041.03,0
11.1,5,29,4.62,2,92232.6,1
4.8,1,31,3.66,3,20000.0,0
14.6,2,20,9.07,1,73746.67,0
22.6,2,50,7.56,1,100009.3,1
23.0,4,55,5.01,3,128013.5,1
18.7,4,38,2.22,3,131033.3,1
5.2,5,20,3.37,2,76909.27,0
0.6,4,24,3.52,2,37951.67,0
17.9,2,29,0.08,1,66809.16,0
20.1,3,52,1.34,1,119403.57,1
3.2,2,25,8.45,1,55114.52,0
0.1,4,59,1.12,3,30699.63,0
7.1,3,57,9.05,1,68736.96,0
10.0,1,57,3.23,3,66363.44,0
27.8,5,40,9.92,1,169935.94,1
18.5,3,56,9.76,2,120704.75,1
1.4,5,22,6.46,3,52088.29,0
9.7,3,53,4.9,2,68044.67,0
22.5,3,59,4.76,2,133457.52,1
20.2,3,34,8.19,1,142173.2,1
11.5,1,37,9.39,2,74759.7,0
13.0,2,45,4.37,3,64399.53,0
14.5,3,44,5.55,1,102341.4,1
25.8,4,59,0.69,2,141064.67,1
25.0,4,36,2.61,2,138722.21,1
3.1,4,59,4.16,2,54854.72,0
8.1,4,33,3.75,1,74433.82,0
9.6,5,53,2.15,2,80727.06,0
21.0,5,52,5.85,3,117264.78,1
12.2,3,41,9.96,1,83144.33,0
27.3,1,48,9.06,3,128170.84,1
27.8,4,31,1.36,1,156845.51,1
8.3,5,25,7.51,1,89383.68,0
9.2,1,24,6.18,3,28505.83,0
2.1,4,47,6.49,2,60426.95,0
16.6,1,22,2.6,1,72587.21,0
13.6,3,29,1.86,1,85782.67,0
23.0,1,53,4.57,1,106873.51,1
11.2,4,28,9.52,2,88335.1,0
26.9,2,37,2.97,2,145982.38,1
7.2,5,49,5.8,2,67218.62,0
3.9,4,51,3.16,2,48263.36,0
10.0,5,21,8.62,1,104787.18,1
18.8,5,52,1.88,2,116131.11,1
16.1,2,26,4.35,1,96376.17,1
0.8,3,35,8.67,3,37014.16,0
22.5,3,48,8.3,2,127911.28,1
8.5,2,23,1.53,1,37131.21,0
28.2,1,45,7.81,2,121448.05,1
5.5,4,26,8.59,2,65474.4,0
8.4,5,46,3.87,1,64577.31,0
11.7,1,25,4.49,3,62678.31,0
13.8,1,27,4.01,1,70225.84,0
7.3,5,38,7.25,2,69994.16,0
20.5,1,37,6.45,1,97675.26,1
29.9,4,20,0.72,2,160181.42,1
13.5,3,42,5.35,3,77015.19,0
24.8,5,41,3.38,3,129581.56,1
26.2,2,57,7.34,3,143063.28,1
8.1,4,51,4.08,1,70036.97,0
0.3,3,52,5.95,3,22554.81,0
1.5,4,29,2.82,1,48964.52,0
9.9,1,52,9.47,1,57083.07,0
15.3,3,39,0.02,3,78805.52,0
21.6,3,56,4.3,1,117065.12,1
12.7,2,53,4.25,1,89450.87,0
26.7,4,31,7.88,3,152118.42,1
5.1,2,57,3.82,2,31614.15,0
1.0,4,26,4.67,3,26379.09,0
19.1,1,58,4.51,1,88293.93,0
18.1,2,30,9.36,3,110015.09,1
20.5,3,56,1.75,3,92302.27,1
22.2,3,43,5.06,2,111979.04,1
13.8,1,24,2.22,3,66132.53,0
26.4,1,37,1.54,2,109018.25,1
9.6,2,41,4.9,1,58474.23,0
12.7,5,52,0.84,1,88205.78,0
13.3,5,52,0.01,1,102025.55,1
9.0,2,38,5.13,1,69988.94,0
18.3,1,36,5.54,3,90573.79,0
4.9,1,57,0.41,1,43874.45,0
15.2,4,30,0.45,2,94332.29,1
3.9,2,25,1.14,3,38865.26,0
16.4,2,47,5.74,1,91997.46,1
14.6,3,49,7.69,3,85770.98,0
29.3,5,59,4.54,1,178595.29,1
5.9,3,59,3.43,1,67854.91,0
2.9,4,22,6.26,1,41730.1,0
24.3,2,32,0.99,3,95685.46,1
8.0,5,49,8.38,3,95089.86,1
24.2,4,35,0.22,1,126553.74,1
5.8,1,40,4.25,2,47021.78,0
3.1,4,55,1.89,2,36319.38,0
5.0,2,27,7.58,3,49463.71,0
7.9,5,32,3.85,1,82587.58,0
6.9,1,35,2.12,2,34416.44,0
21.2,1,23,5.75,3,85817.91,0
4.5,2,24,4.43,2,22262.93,0
1.3,2,41,4.91,3,27776.54,0
15.2,3,58,0.64,3,81856.8,0
5.2,2,54,8.47,3,56960.62,0
4.2,4,37,3.7,2,60640.6,0
27.4,5,41,9.94,3,169870.74,1
11.9,5,53,3.17,1,95570.29,1
18.7,5,44,4.45,3,120127.77,1
10.4,3,53,6.55,3,52006.01,0
7.5,4,44,2.01,2,57232.83,0
2.1,2,51,0.51,1,20000.0,0
27.8,5,52,1.68,2,151645.88,1
23.0,5,52,9.38,1,141366.75,1
12.5,3,28,5.29,2,101637.18,1
25.1,2,29,6.84,3,140013.75,1
2.6,4,42,1.6,3,35604.18,0
11.0,1,55,2.19,1,47145.41,0
20.8,2,56,8.17,2,110076.85,1
22.5,5,50,7.97,1,156548.55,1
25.8,1,57,2.74,1,120073.78,1
12.7,1,37,1.62,3,48771.14,0
14.2,2,32,4.36,3,76594.84,0
22.0,2,46,5.64,1,134199.89,1
24.0,4,56,5.56,1,142894.65,1
24.3,2,59,4.11,2,116551.47,1
15.1,1,23,2.25,1,68473.99,0
9.1,3,31,7.79,3,78821.98,0
29.3,4,30,8.98,2,160213.97,1
23.4,2,53,3.24,1,118912.84,1
22.1,3,30,6.49,2,127208.88,1
28.8,4,53,1.66,3,161718.25,1
0.2,2,52,0.85,1,20000.0,0
17.5,1,43,9.39,3,89402.92,0
8.8,3,32,2.98,2,67069.3,0
5.6,4,41,7.13,1,69002.13,0
22.9,5,55,8.76,1,139869.61,1
7.5,1,52,2.42,2,46513.09,0
24.8,1,37,9.29,2,113232.53,1
21.7,5,48,8.7,1,153166.74,1
11.2,1,47,2.99,3,62171.79,0
16.4,4,49,8.98,3,118017.24,1
15.1,4,26,6.26,1,104077.74,1
7.7,3,48,1.94,1,63723.89,0
20.7,3,35,0.5,1,105306.09,1
25.0,3,34,4.85,2,140208.8,1
10.7,4,24,0.39,2,72706.19,0
6.6,5,54,3.72,2,60390.49,0
27.8,5,29,1.86,3,145678.14,1
22.2,3,40,0.95,2,108699.93,1
4.1,3,35,0.77,1,41280.94,0
10.4,4,58,0.75,3,72955.34,0
28.3,3,23,5.19,3,135470.1,1
12.8,5,23,4.97,1,105760.7,1
8.1,3,51,4.45,1,65994.37,0
19.1,5,28,9.87,1,140045.54,1
1.6,3,50,5.41,1,30174.64,0
16.4,5,32,2.94,3,106808.4,1
6.1,2,52,2.65,1,36710.37,0
27.3,4,43,1.65,3,129474.53,1
13.5,5,40,0.74,2,91824.67,0
22.0,3,59,5.71,2,122238.77,1
14.9,5,56,8.06,2,117913.29,1
29.9,2,25,5.16,1,142973.43,1
5.8,4,31,5.53,2,51805.73,0
14.8,4,22,0.58,3,85113.62,0
6.4,3,43,2.27,2,51185.0,0
3.1,5,44,5.46,1,45626.17,0
26.8,2,35,7.26,2,144981.67,1
13.0,4,37,5.32,3,100147.21,1
18.7,3,43,0.79,3,98066.44,1
17.3,1,38,3.43,2,75038.97,0
10.2,1,39,6.27,3,61867.99,0
5.0,2,44,0.43,3,34161.0,0
18.1,5,21,4.61,1,109610.91,1
21.1,5,35,0.38,2,127791.64,1
20.8,1,20,7.12,3,82214.6,0
16.3,3,56,4.97,3,83809.87,0
9.5,2,50,5.47,1,72469.88,0
28.4,5,54,8.02,3,161863.64,1
11.2,3,42,8.49,1,68020.2,0
21.3,3,39,3.37,2,131360.75,1
2.9,3,25,1.33,1,20000.0,0
7.4,5,59,9.01,1,73109.03,0
7.3,3,43,2.32,3,51266.62,0
20.2,2,34,8.92,1,135505.95,1
24.1,3,41,2.96,2,127527.77,1
29.7,5,55,9.73,3,173785.16,1
17.4,5,43,4.62,1,134816.77,1
10.9,2,31,7.36,1,72409.87,0
5.8,2,40,2.87,3,36652.15,0
12.6,3,59,4.58,1,84028.38,0
28.2,5,29,3.34,1,141450.42,1
11.2,3,24,1.12,1,69480.17,0
27.8,2,22,8.97,1,143331.23,1
2.8,2,40,3.69,3,30194.82,0
8.0,1,49,7.47,3,47296.32,0
24.8,4,34,9.47,1,144987.45,1
8.7,5,48,5.69,3,87517.48,0
21.7,4,56,7.09,2,126221.92,1
11.5,2,23,3.0,2,81028.56,0
1.6,4,58,0.91,3,28187.09,0
2.1,2,23,9.84,1,48277.23,0
23.4,4,20,2.48,3,115037.52,1
19.3,1,47,4.5,2,81828.63,0
15.9,2,29,5.43,2,87488.39,0
5.4,2,30,2.14,3,38181.28,0
29.1,5,40,2.1,1,166608.4,1
24.8,1,55,9.81,1,120433.05,1
15.2,4,28,3.51,2,90261.06,0
21.3,4,33,1.7,2,114784.98,1
28.1,4,26,5.26,1,160414.48,1
15.6,3,21,0.5,1,99109.49,1
22.9,2,54,3.15,2,133226.8,1
27.8,3,39,4.04,3,159817.6,1
10.0,1,48,7.65,1,61571.44,0
22.3,1,27,2.77,1,94153.49,1
15.9,2,22,5.81,3,89788.79,0
21.1,2,56,6.17,2,111044.14,1
26.4,2,41,0.27,3,132444.23,1
12.1,4,22,9.47,3,91282.57,0
22.6,1,32,2.89,1,92887.03,1
8.6,4,33,5.25,3,72932.07,0
19.4,5,47,1.73,3,99785.55,1
9.6,3,57,5.51,3,75441.08,0
23.9,5,51,5.55,1,152821.64,1
3.0,2,56,7.19,1,53242.55,0
14.2,5,48,8.32,3,107479.47,1
21.6,2,26,1.04,3,109868.66,1
16.3,1,52,5.97,1,82786.12,0
15.2,2,35,8.4,3,88326.42,0
11.9,4,42,3.61,3,85119.86,0
18.2,5,38,6.44,1,138637.52,1
3.8,4,48,4.75,2,51292.57,0
0.9,2,57,3.33,2,44138.84,0
9.0,1,55,4.16,3,31268.31,0
2.4,1,54,1.15,2,20000.0,0
23.3,3,38,8.44,3,136590.57,1
2.1,3,33,4.49,2,38817.2,0
19.2,5,51,9.9,3,133194.45,1
7.8,3,39,6.33,1,50241.1,0
28.6,5,38,9.34,1,159724.33,1
0.2,3,27,6.56,1,33883.99,0
18.2,3,29,9.78,1,122417.37,1
29.4,2,47,8.28,1,152049.71,1
28.4,4,26,8.49,1,166139.84,1
7.7,3,46,4.65,1,60163.3,0
10.5,3,37,4.28,2,78642.6,0
3.4,3,39,0.42,3,20000.0,0
21.6,2,42,1.43,1,94973.83,1
12.3,1,27,8.25,2,60282.65,0
25.6,4,39,5.29,2,154883.94,1
25.8,5,33,9.26,3,166851.94,1
5.0,4,38,8.77,1,87088.9,0
9.4,5,23,4.4,3,87303.16,0
20.5,3,44,4.78,1,102108.73,1
12.0,3,43,3.67,1,73104.94,0
2.9,3,20,3.1,1,25645.03,0
16.2,3,24,9.25,1,111378.51,1
23.8,5,29,6.04,1,141500.0,1
18.3,1,57,9.48,2,108321.53,1
14.4,3,26,1.92,1,90043.14,0
10.7,5,33,0.62,1,78223.93,0
19.0,4,49,5.65,1,128712.03,1
27.8,2,24,2.86,2,125064.65,1
5.7,2,41,5.17,3,33365.77,0
1.3,4,33,1.68,1,38041.32,0
13.9,1,46,5.79,1,70707.85,0
13.5,5,27,3.06,1,99640.81,1
10.0,5,27,0.24,2,74834.6,0
18.0,2,43,6.85,3,76280.96,0
3.4,3,50,8.27,3,43895.93,0
10.0,1,49,3.26,1,51596.73,0
13.0,1,29,7.24,3,65805.51,0
29.9,5,48,9.72,1,176113.12,1
